Cooling load (Kwh),Heating load (Kwh)
486.8680308,130.2740381
486.5283339,137.6574827
481.5865318,192.7389683
511.3000464,172.5826012
537.8099264,161.0868673
558.6612348,168.5607842
563.8590731,137.3219798
506.625735,150.2210922
465.9392148,122.3979107
452.2472424,143.1608438
418.4290817,119.6040035
365.38872,193.8902784
363.3566002,210.4478323
